activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,19469737,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(F)c(F)c1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '14.79', 'le': '0.27', 'lle': '0.51', 'sei': '15.91'}",CHEMBL4521174,,CHEMBL4521174,5.75,False,http://www.openphacts.org/units/Nanomolar,3255656,=,1,True,=,,IC50,nM,,1800.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,1.8
Not Determined,19469738,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(F)cc1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4555019,,CHEMBL4555019,,False,,3255655,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Determined,19469739,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccccc1F,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4586159,,CHEMBL4586159,,False,,3255654,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Determined,19469740,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(C(F)(F)F)cc1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4522353,,CHEMBL4522353,,False,,3255653,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Determined,19469741,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)Nc1ccc(C2c3[nH]c4ccccc4c3CCN2C(=O)c2ccccc2)cc1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4576040,,CHEMBL4576040,,False,,3255652,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Determined,19469742,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1cccc([N+](=O)[O-])c1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4559383,,CHEMBL4559383,,False,,3255651,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Determined,19469743,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1cccc(C2c3[nH]c4ccccc4c3CCN2C(=O)c2ccccc2)c1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4549558,,CHEMBL4549558,,False,,3255650,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Determined,19469744,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C2c3[nH]c4ccccc4c3CCN2C(=O)c2ccccc2)cc1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4529064,,CHEMBL4529064,,False,,3255649,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Determined,19469745,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2c3[nH]c4ccccc4c3CCN2C(=O)c2ccccc2)cc1OC,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4550890,,CHEMBL4550890,,False,,3255648,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Determined,19469746,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C2c3[nH]c4ccccc4c3CCN2C(=O)c2ccccc2)cc1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4516431,,CHEMBL4516431,,False,,3255647,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Determined,19469747,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(C2c3[nH]c4ccccc4c3CCN2C(=O)c2ccccc2)c1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4542075,,CHEMBL4542075,,False,,3255646,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Determined,19469748,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccccc1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4581843,,CHEMBL4581843,,False,,3255645,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Determined,19469749,[],CHEMBL4478426,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in pheophorbide A efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CC1c2[nH]c3ccccc3c2CCN1C(=O)c1ccccc1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4593846,,CHEMBL4593846,,False,,3255644,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Active,19469750,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(C2NCCc3c2[nH]c2ccccc32)c1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL241098,,CHEMBL241098,,False,,3255686,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
Not Active,19469751,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL241083,,CHEMBL241083,,False,,3255685,,1,False,,,IC50,,,,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,,,,
,19469752,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '14.17', 'le': '0.27', 'lle': '3.02', 'sei': '6.61'}",CHEMBL488910,,CHEMBL488910,6.66,True,http://www.openphacts.org/units/Nanomolar,3255683,=,1,True,=,,IC50,nM,,221.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.221
,19469753,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '11.68', 'le': '0.21', 'lle': '-0.19', 'sei': '8.28'}",CHEMBL428402,,CHEMBL428402,6.15,True,http://www.openphacts.org/units/Nanomolar,3255681,=,1,True,=,,IC50,nM,,704.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.704
,19469754,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(CN2CCc3c([nH]c4ccccc34)C2c2ccccc2)cc1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4483626,,CHEMBL4483626,,False,http://www.openphacts.org/units/Nanomolar,3255680,>,1,True,>,,IC50,nM,,10000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,10.0
,19469755,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1ccc(C2c3[nH]c4ccccc4c3CCN2Cc2ccccc2)cc1Cl,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4582183,,CHEMBL4582183,,False,http://www.openphacts.org/units/Nanomolar,3255679,>,1,True,>,,IC50,nM,,10000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,10.0
,19469756,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CCn1c2c(c3ccccc31)CCN(C(=O)c1ccccc1)C2c1ccccc1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '13.10', 'le': '0.23', 'lle': '-0.47', 'sei': '19.74'}",CHEMBL4549093,,CHEMBL4549093,4.98,False,http://www.openphacts.org/units/Nanomolar,3255678,=,1,True,=,,IC50,nM,,10400.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,10.4
,19469757,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CCn1c2c(c3ccccc31)CCN(C(=O)c1cccc(OC)c1)C2c1ccc(Cl)c(Cl)c1,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4530389,,CHEMBL4530389,,False,http://www.openphacts.org/units/Nanomolar,3255677,>,1,True,>,,IC50,nM,,10000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,10.0
,19469758,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2[nH]c3c(c2c1)CCN(C(=O)c1ccccc1)C3c1ccc(Cl)c(Cl)c1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '14.22', 'le': '0.28', 'lle': '0.15', 'sei': '14.16'}",CHEMBL4536788,,CHEMBL4536788,6.42,False,http://www.openphacts.org/units/Nanomolar,3255676,=,1,True,=,,IC50,nM,,382.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.382
,19469759,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc(Cl)c(Cl)c2)c1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '14.67', 'le': '0.29', 'lle': '0.35', 'sei': '14.61'}",CHEMBL4568473,,CHEMBL4568473,6.62,False,http://www.openphacts.org/units/Nanomolar,3255675,=,1,True,=,,IC50,nM,,238.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.238
,19469760,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc(Cl)c(Cl)c2)cc1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '14.70', 'le': '0.29', 'lle': '0.36', 'sei': '14.63'}",CHEMBL4534001,,CHEMBL4534001,6.63,False,http://www.openphacts.org/units/Nanomolar,3255674,=,1,True,=,,IC50,nM,,233.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.233
,19469761,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2cccc(Cl)c2)cc1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '14.52', 'le': '0.28', 'lle': '0.43', 'sei': '13.36'}",CHEMBL4571543,,CHEMBL4571543,6.05,False,http://www.openphacts.org/units/Nanomolar,3255673,=,1,True,=,,IC50,nM,,883.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.883
,19469762,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc(F)c(F)c2)cc1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '14.56', 'le': '0.27', 'lle': '0.85', 'sei': '13.44'}",CHEMBL4575544,,CHEMBL4575544,6.09,False,http://www.openphacts.org/units/Nanomolar,3255672,=,1,True,=,,IC50,nM,,805.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.805
,19469763,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc(C(F)(F)F)cc2)cc1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '13.12', 'le': '0.24', 'lle': '-0.07', 'sei': '13.04'}",CHEMBL4538097,,CHEMBL4538097,5.91,False,http://www.openphacts.org/units/Nanomolar,3255671,=,1,True,=,,IC50,nM,,1230.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,1.23
,19469764,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2cccc(OC)c2)cc1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '14.15', 'le': '0.26', 'lle': '0.87', 'sei': '10.70'}",CHEMBL4592538,,CHEMBL4592538,5.84,False,http://www.openphacts.org/units/Nanomolar,3255670,=,1,True,=,,IC50,nM,,1450.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,1.45
,19469765,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccccc2)cc1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '15.05', 'le': '0.27', 'lle': '0.80', 'sei': '12.70'}",CHEMBL4559337,,CHEMBL4559337,5.76,False,http://www.openphacts.org/units/Nanomolar,3255669,=,1,True,=,,IC50,nM,,1750.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,1.75
,19469766,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1cccc2ccccc12)N1CCc2c([nH]c3ccccc23)C1c1ccc(Cl)c(Cl)c1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '12.47', 'le': '0.24', 'lle': '-1.54', 'sei': '16.29'}",CHEMBL4533470,,CHEMBL4533470,5.88,False,http://www.openphacts.org/units/Nanomolar,3255668,=,1,True,=,,IC50,nM,,1320.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,1.32
,19469767,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc(F)c(F)c2)cc1OC,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '13.29', 'le': '0.25', 'lle': '0.71', 'sei': '10.92'}",CHEMBL4578134,,CHEMBL4578134,5.96,False,http://www.openphacts.org/units/Nanomolar,3255667,=,1,True,=,,IC50,nM,,1100.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,1.1
,19469768,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc(Cl)c(Cl)c2)cc1OC,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '12.79', 'le': '0.25', 'lle': '-0.12', 'sei': '11.28'}",CHEMBL4568684,,CHEMBL4568684,6.16,False,http://www.openphacts.org/units/Nanomolar,3255666,=,1,True,=,,IC50,nM,,698.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.698
,19469769,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccc(Cl)cc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(Cl)c(Cl)c1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '13.14', 'le': '0.27', 'lle': '-0.93', 'sei': '16.58'}",CHEMBL4545795,,CHEMBL4545795,5.99,False,http://www.openphacts.org/units/Nanomolar,3255665,=,1,True,=,,IC50,nM,,1030.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,1.03
,19469770,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccc(Cl)cc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(Br)cc1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '12.34', 'le': '0.27', 'lle': '-0.62', 'sei': '15.93'}",CHEMBL4534271,,CHEMBL4534271,5.75,False,http://www.openphacts.org/units/Nanomolar,3255664,=,1,True,=,,IC50,nM,,1780.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,1.78
,19469771,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccc(Cl)cc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(F)c(F)c1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '13.95', 'le': '0.27', 'lle': '0.01', 'sei': '16.34'}",CHEMBL4563533,,CHEMBL4563533,5.90,False,http://www.openphacts.org/units/Nanomolar,3255663,=,1,True,=,,IC50,nM,,1260.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,1.26
,19469772,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(Cl)c(Cl)c1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '15.39', 'le': '0.31', 'lle': '0.22', 'sei': '17.96'}",CHEMBL4483061,,CHEMBL4483061,6.48,False,http://www.openphacts.org/units/Nanomolar,3255662,=,1,True,=,,IC50,nM,,328.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.328
,19469773,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(Cl)cc1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '15.85', 'le': '0.30', 'lle': '0.52', 'sei': '16.98'}",CHEMBL4517488,,CHEMBL4517488,6.13,False,http://www.openphacts.org/units/Nanomolar,3255661,=,1,True,=,,IC50,nM,,741.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.741
,19469774,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1cccc(Cl)c1,,,CHEMBL4477211,J Med Chem,2016,"{'bei': '15.67', 'le': '0.30', 'lle': '0.45', 'sei': '16.79'}",CHEMBL4549202,,CHEMBL4549202,6.06,False,http://www.openphacts.org/units/Nanomolar,3255660,=,1,True,=,,IC50,nM,,869.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,0.869
,19469775,[],CHEMBL4478427,Inhibition of human ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux pre-incubated for 30 mins before Hoechst 33342 addition and measured for 120 mins by microplate reader analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1ccccc1Cl,,,CHEMBL4477211,J Med Chem,2016,,CHEMBL4575807,,CHEMBL4575807,,False,http://www.openphacts.org/units/Nanomolar,3255659,>,1,True,>,,IC50,nM,,10000.0,CHEMBL5393,Homo sapiens,ATP-binding cassette sub-family G member 2,9606,,,IC50,uM,UO_0000065,,10.0
